Date,True,MA_filtered,EMA_filtered,bilateral_filtered
2001-03-05,1238.0450439453125,423588.70013427734,1342.3864771542187,1281.9128697343845
2001-03-06,1251.0100402832031,423382.34521484375,1340.5770427607333,1280.873584002522
2001-03-07,1258.3375244140625,423183.13021850586,1338.948537446938,1279.7800293554067
2001-03-08,1262.6824951171875,422984.25021362305,1337.438318786943,1278.6494305545946
2001-03-09,1247.8300170898438,422766.17276000977,1335.663896971159,1277.288873233577
2001-03-12,1205.9450378417969,422506.0353088379,1333.0952066913694,1275.5951452418274
2001-03-13,1186.7875061035156,422232.61532592773,1330.1980245015109,1274.1323508501157
2001-03-14,1179.3450012207031,421985.1378173828,1327.2108359216927,1272.8021105274759
2001-03-15,1172.2550048828125,421759.27279663086,1324.1424036238932,1271.4764261550563
2001-03-16,1161.5725402832031,421518.4553527832,1320.9231984092262,1270.1072573363015
2001-03-19,1160.5050354003906,421257.1804199219,1317.7466011219226,1268.8677908520874
2001-03-20,1159.0450134277344,420965.0004577637,1314.603995425008,1267.6493360534757
2001-03-21,1133.2225036621094,420650.9129333496,1311.0122827168318,1266.1239208898805
2001-03-22,1111.2949829101562,420327.0854187012,1307.057484700858,1264.5998699125448
2001-03-23,1129.2049560546875,420014.19537353516,1303.5356524504386,1263.5184027364621
2001-03-26,1148.0924682617188,419702.9103088379,1300.4575695952162,1262.4538018421104
2001-03-27,1167.29248046875,419411.01776123047,1297.8206371372664,1261.405511838121
2001-03-28,1166.3650207519531,419122.10525512695,1295.217555624686,1260.1510407218998
2001-03-29,1149.7974853515625,418820.47274780273,1292.3379502727428,1258.7417999359525
2001-03-30,1153.7274780273438,418529.2727355957,1289.593188446101,1257.5746355391423
2001-04-02,1153.3049926757812,418259.47772216797,1286.8944122922335,1256.3587907156134
2001-04-03,1124.5974731445312,417980.49768066406,1283.6806115170314,1254.836209879056
2001-04-04,1104.7999877929688,417678.5451660156,1280.138420948238,1253.4047656630366
2001-04-05,1127.3524780273438,417407.77264404297,1277.1129567319826,1252.4502663325684
2001-04-06,1137.6499938964844,417167.0526123047,1274.351313903557,1251.3913823075454
2001-04-09,1134.6325073242188,416926.8751220703,1271.5846048623819,1250.1894494708463
2001-04-10,1154.3699951171875,416680.9901123047,1269.263523481289,1249.2110933768963
2001-04-11,1169.1925048828125,416439.5576171875,1267.2819191526064,1248.2021093762328
2001-04-12,1172.6575012207031,416197.6176147461,1265.4081683024697,1247.0983936436423
2001-04-16,1178.8000183105469,415949.94763183594,1263.6931554313423,1246.0150009796068
2001-04-17,1183.1600341796875,415710.83517456055,1262.0984401590324,1244.9256601243173
2001-04-18,1217.550048828125,415495.37774658203,1261.2162937960443,1244.1552663205769
2001-04-19,1244.7374877929688,415312.7077331543,1260.8899808058845,1243.3207372444547
2001-04-20,1246.1974792480469,415144.6402282715,1260.5990401809768,1242.2217902455575
2001-04-23,1231.9474792480469,414976.6702270508,1260.0316825387406,1240.9635154975088
2001-04-24,1219.0650024414062,414807.6052246094,1259.2204611506745,1239.749147258795
2001-04-25,1219.489990234375,414633.1052246094,1258.433719152332,1238.6803748736186
2001-04-26,1235.0800170898438,414473.22271728516,1257.97126960654,1237.7665570126028
2001-04-27,1243.790008544922,414328.0427246094,1257.690452555815,1236.822291042743
2001-04-30,1253.9500122070312,414214.9277648926,1257.6163844300963,1235.9145972170286
2001-05-01,1256.47998046875,414124.3452453613,1257.5938813813568,1234.9343430410368
2001-05-02,1266.125,414034.117767334,1257.7628144233101,1234.0002982099986
2001-05-03,1255.8300170898438,413937.7477722168,1257.7245412087861,1232.8871912419568
2001-05-04,1253.6749877929688,413846.9027404785,1257.6443520322352,1231.8548487217313
2001-05-07,1264.8274841308594,413769.9052429199,1257.786592271812,1230.913359937981
2001-05-08,1261.97998046875,413673.8476867676,1257.8696296618502,1229.8315358442583
2001-05-09,1256.5549926757812,413556.53018188477,1257.8435972462844,1228.75578334503
2001-05-10,1258.3550415039062,413435.4202270508,1257.8537248553462,1227.7640925256942
2001-05-11,1250.3700256347656,413289.8977355957,1257.7055327915723,1226.7059402894633
