Data,mean_squared_error,R-squared,snr,psnr
S&P 500,3107.3974108068264,0.9969418840327927,30.290310901567512,38.696757104166494
Gold,1102.799160097468,0.9958238438651525,31.10577607894073,35.81011295440534
Treaury Yield 10 Years,0.19407695144319703,0.9516913974786269,20.518916450606667,26.64275165433905
