,Data,mean_squared_error,R-squared,snr,psnr
0,S&P 500,3308.3879370290083,0.9967440810947585,30.018114610476108,38.42456081307508
1,Gold,1327.6327527850572,0.9949724284656893,30.29996076623631,35.00429764170093
2,Treaury Yield 10 Years,0.05011876652500313,0.9875247032019332,26.398652327333423,32.17127407009852
